route_id;route_type;stop_id;stop_name;stop_desc;Lat;Long;zone_id;stop_url;location_type;parent_station;wheelchair_boarding;IDquartiere;SEZ2011;stopCode
T1;0;10686;v.le espinasse p.le accursio;;45.4935436351715;9.14468643501001;;;;;2.0;71;151460004870;10686_T1
T1;0;10689;v.le certosa via grosotto;;45.4917016832332;9.147571402114108;;;;;2.0;71;151460004829;10689_T1
T14;0;10689;v.le certosa via grosotto;;45.4917016832332;9.147571402114108;;;;;2.0;71;151460004829;10689_T14
T1;0;10694;v.le certosa v.le serra;;45.4901136882784;9.15105531013437;;;;;2.0;71;151460004826;10694_T1
T14;0;10694;v.le certosa v.le serra;;45.4901136882784;9.15105531013437;;;;;2.0;71;151460004826;10694_T14
T1;0;10978;p.za firenze;;45.4878336994227;9.15607230631443;;;;;2.0;70;151460004803;10978_T1
T1;0;10945;c.so sempione via e. filiberto;;45.48613375338161;9.158395266545481;;;;;2.0;69;151460004569;10945_T1
T19;0;10945;c.so sempione via e. filiberto;;45.48613375338161;9.158395266545481;;;;;2.0;69;151460004569;10945_T19
T1;0;10953;c.so sempione via arona;;45.4842287741834;9.16057426487559;;;;;2.0;67;151460004563;10953_T1
T19;0;10953;c.so sempione via arona;;45.4842287741834;9.16057426487559;;;;;2.0;67;151460004563;10953_T19
T1;0;10960;domodossola fn m5;;45.4824267848038;9.16295125215183;;;;;2.0;67;151460004572;10960_T1
T19;0;10960;domodossola fn m5;;45.4824267848038;9.16295125215183;;;;;2.0;67;151460004572;10960_T19
T1;0;11281;c.so sempione via procaccini;;45.4803648624566;9.165811201286079;;;;;2.0;69;151460004633;11281_T1
T2;0;10519;p.le negrelli;;45.444006160507705;9.139875693200919;;;;;2.0;48;151460003504;10519_T2
T2;0;10524;via l. il moro via guintellino;;45.444892189547005;9.14302265483516;;;;;2.0;48;151460003504;10524_T2
T2;0;10529;via l. il moro cavalcavia don milani;;45.4457181904483;9.147016608529029;;;;;2.0;45;151460003506;10529_T2
B325;3;10529;via l. il moro cavalcavia don milani;;45.4457181904483;9.147016608529029;;;;;2.0;45;151460003506;10529_B325
B351;3;10529;via l. il moro cavalcavia don milani;;45.4457181904483;9.147016608529029;;;;;2.0;45;151460003506;10529_B351
T2;0;10536;via l. il moro, 25;;45.4465281896544;9.15072054999045;;;;;2.0;45;151460003506;10536_T2
T2;0;10830;via l. il moro via pestalozzi;;45.4474852200726;9.15531551757647;;;;;2.0;44;151460003398;10830_T2
B325;3;10830;via l. il moro via pestalozzi;;45.4474852200726;9.15531551757647;;;;;2.0;44;151460003398;10830_B325
B351;3;10830;via l. il moro via pestalozzi;;45.4474852200726;9.15531551757647;;;;;2.0;44;151460003398;10830_B351
T2;0;10844;ponte delle milizie;;45.448236207579406;9.15874250896957;;;;;2.0;44;151460003399;10844_T2
B325;3;10844;ponte delle milizie;;45.448236207579406;9.15874250896957;;;;;2.0;44;151460003399;10844_B325
T2;0;10857;ripa di p.ta ticinese via lombardini;;45.44926460973479;9.16370588091978;;;;;2.0;50;151460003406;10857_T2
B74;3;10857;ripa di p.ta ticinese via lombardini;;45.44926460973479;9.16370588091978;;;;;2.0;50;151460003406;10857_B74
T2;0;11173;via valenza alzaia nav. grande;;45.4508502145152;9.168554351487339;;;;;2.0;50;151460003405;11173_T2
B74;3;11173;via valenza alzaia nav. grande;;45.4508502145152;9.168554351487339;;;;;2.0;50;151460003405;11173_B74
B325;3;11173;via valenza alzaia nav. grande;;45.4508502145152;9.168554351487339;;;;;2.0;50;151460003405;11173_B325
T2;0;11178;p.ta genova m2;;45.45277017416571;9.1701013454119;;;;;2.0;50;151460003406;11178_T2
B74;3;11178;p.ta genova m2;;45.45277017416571;9.1701013454119;;;;;2.0;50;151460003406;11178_B74
B325;3;11178;p.ta genova m2;;45.45277017416571;9.1701013454119;;;;;2.0;50;151460003406;11178_B325
BNM2;3;11178;p.ta genova m2;;45.45277017416571;9.1701013454119;;;;;2.0;50;151460003406;11178_BNM2
T2;0;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_T2
T10;0;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_T10
T14;0;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_T14
B74;3;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_B74
B325;3;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_B325
BNM2;3;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_BNM2
BN26;3;11193;c.so colombo p.le cantore;;45.4549271560948;9.172249247885722;;;;;2.0;44;151460003422;11193_BN26
T2;0;11200;c.so genova via ariberto;;45.4571441588258;9.175463246629972;;;;;1.0;7;151460000328;11200_T2
T14;0;11200;c.so genova via ariberto;;45.4571441588258;9.175463246629972;;;;;1.0;7;151460000328;11200_T14
T2;0;11234;p.za resistenza partigiana;;45.45849712932839;9.177485179016061;;;;;2.0;1;151460000278;11234_T2
T14;0;11234;p.za resistenza partigiana;;45.45849712932839;9.177485179016061;;;;;2.0;1;151460000278;11234_T14
T2;0;11482;carrobbio;;45.460078109443394;9.18090813483;;;;;1.0;1;151460000236;11482_T2
T14;0;11482;carrobbio;;45.460078109443394;9.18090813483;;;;;1.0;1;151460000236;11482_T14
T2;0;11486;via torino via s. maria valle;;45.4606821324187;9.18315713265118;;;;;1.0;1;151460000240;11486_T2
T3;0;11486;via torino via s. maria valle;;45.4606821324187;9.18315713265118;;;;;1.0;1;151460000240;11486_T3
T14;0;11486;via torino via s. maria valle;;45.4606821324187;9.18315713265118;;;;;1.0;1;151460000240;11486_T14
T2;0;14188;via torino via palla;;45.461540104653594;9.185583100803779;;;;;1.0;1;151460000242;14188_T2
T3;0;14188;via torino via palla;;45.461540104653594;9.185583100803779;;;;;1.0;1;151460000242;14188_T3
T14;0;14188;via torino via palla;;45.461540104653594;9.185583100803779;;;;;1.0;1;151460000242;14188_T14
T2;0;11504;duomo m1 m3;;45.4634760898664;9.18799900708334;;;;;2.0;1;151460000038;11504_T2
T3;0;11504;duomo m1 m3;;45.4634760898664;9.18799900708334;;;;;2.0;1;151460000038;11504_T3
T14;0;11504;duomo m1 m3;;45.4634760898664;9.18799900708334;;;;;2.0;1;151460000038;11504_T14
T2;0;11491;via orefici p.za cordusio;;45.464569082637205;9.18722703026785;;;;;2.0;1;151460000038;11491_T2
T12;0;11491;via orefici p.za cordusio;;45.464569082637205;9.18722703026785;;;;;2.0;1;151460000038;11491_T12
T14;0;11491;via orefici p.za cordusio;;45.464569082637205;9.18722703026785;;;;;2.0;1;151460000038;11491_T14
T16;0;11491;via orefici p.za cordusio;;45.464569082637205;9.18722703026785;;;;;2.0;1;151460000038;11491_T16
BNM1;3;11491;via orefici p.za cordusio;;45.464569082637205;9.18722703026785;;;;;2.0;1;151460000038;11491_BNM1
T2;0;11548;via cusani;;45.4695290193298;9.18523003067947;;;;;1.0;2;151460000114;11548_T2
T12;0;11548;via cusani;;45.4695290193298;9.18523003067947;;;;;1.0;2;151460000114;11548_T12
T14;0;11548;via cusani;;45.4695290193298;9.18523003067947;;;;;1.0;2;151460000114;11548_T14
T2;0;11542;lanza m2;;45.4721919764079;9.181968063542039;;;;;1.0;2;151460000103;11542_T2
T4;0;11542;lanza m2;;45.4721919764079;9.181968063542039;;;;;1.0;2;151460000103;11542_T4
T12;0;11542;lanza m2;;45.4721919764079;9.181968063542039;;;;;1.0;2;151460000103;11542_T12
T14;0;11542;lanza m2;;45.4721919764079;9.181968063542039;;;;;1.0;2;151460000103;11542_T14
T2;0;11570;p.za lega lombarda;;45.47812491564711;9.180777070095619;;;;;1.0;69;151460000689;11570_T2
T4;0;11570;p.za lega lombarda;;45.47812491564711;9.180777070095619;;;;;1.0;69;151460000689;11570_T4
T2;0;11573;v.le montello;;45.479877902862704;9.181100988381289;;;;;1.0;69;151460000692;11573_T2
T4;0;11573;v.le montello;;45.479877902862704;9.181100988381289;;;;;1.0;69;151460000692;11573_T4
T2;0;11575;p.le baiamonti;;45.4816638863054;9.18144402499084;;;;;1.0;69;151460004680;11575_T2
T4;0;11575;p.le baiamonti;;45.4816638863054;9.18144402499084;;;;;1.0;69;151460004680;11575_T4
B94;3;11575;p.le baiamonti;;45.4816638863054;9.18144402499084;;;;;1.0;69;151460004680;11575_B94
T2;0;11588;via farini via ferrari;;45.4854648350704;9.18204796143195;;;;;1.0;69;151460004683;11588_T2
T4;0;11588;via farini via ferrari;;45.4854648350704;9.18204796143195;;;;;1.0;69;151460004683;11588_T4
T2;0;11612;via farini via valtellina;;45.48930579299189;9.18315093681643;;;;;1.0;11;151460005372;11612_T2
T4;0;11612;via farini via valtellina;;45.48930579299189;9.18315093681643;;;;;1.0;11;151460005372;11612_T4
B70;3;11612;via farini via valtellina;;45.48930579299189;9.18315093681643;;;;;1.0;11;151460005372;11612_B70
T2;0;11613;via farini via alserio;;45.490989801250294;9.183831938348881;;;;;1.0;11;151460005377;11613_T2
T4;0;11613;via farini via alserio;;45.490989801250294;9.183831938348881;;;;;1.0;11;151460005377;11613_T4
B70;3;11613;via farini via alserio;;45.490989801250294;9.183831938348881;;;;;1.0;11;151460005377;11613_B70
T2;0;11616;via farini v.le stelvio;;45.4943357464713;9.185282906174699;;;;;1.0;11;151460005406;11616_T2
T4;0;11616;via farini v.le stelvio;;45.4943357464713;9.185282906174699;;;;;1.0;11;151460005406;11616_T4
B70;3;11616;via farini v.le stelvio;;45.4943357464713;9.185282906174699;;;;;1.0;11;151460005406;11616_B70
T2;0;11610;via bernina;;45.4956217320491;9.18156992117275;;;;;2.0;78;151460005484;11610_T2
B91;3;11610;via bernina;;45.4956217320491;9.18156992117275;;;;;2.0;78;151460005484;11610_B91
B92;3;11610;via bernina;;45.4956217320491;9.18156992117275;;;;;2.0;78;151460005484;11610_B92
T2;0;11326;lancetti;;45.49525669592871;9.175671999171039;;;;;2.0;78;151460005492;11326_T2
T2;0;11338;p.le nigra;;45.4963917091834;9.1713050328746;;;;;2.0;77;151460005522;11338_T2
T2;0;11333;via imbriani via scalvini;;45.4991956658224;9.169245031470222;;;;;2.0;77;151460005528;11333_T2
T2;0;11329;bausan;;45.5015786246027;9.16629706562377;;;;;1.0;77;151460005538;11329_T2
B92;3;11329;bausan;;45.5015786246027;9.16629706562377;;;;;1.0;77;151460005538;11329_B92
T2;0;12978;bausan;;45.502397597930695;9.16497310776317;;;;;2.0;77;151460005539;12978_T2
T2;0;11181;p.ta genova m2;;45.45355814452729;9.169785323807949;;;;;2.0;50;151460003434;11181_T2
T12;0;11181;p.ta genova m2;;45.45355814452729;9.169785323807949;;;;;2.0;50;151460003434;11181_T12
T14;0;11181;p.ta genova m2;;45.45355814452729;9.169785323807949;;;;;2.0;50;151460003434;11181_T14
T2;0;11335;bausan;;45.501795571391;9.16588309992133;;;;;1.0;77;151460005539;11335_T2
B92;3;11335;bausan;;45.501795571391;9.16588309992133;;;;;1.0;77;151460005539;11335_B92
T2;0;11334;via imbriani via scalvini;;45.4989776775121;9.16926005319143;;;;;2.0;77;151460005528;11334_T2
T2;0;11339;p.le nigra;;45.49695969897161;9.170739043162019;;;;;2.0;77;151460005522;11339_T2
T2;0;11325;lancetti;;45.4951917130143;9.17602798944365;;;;;2.0;78;151460005491;11325_T2
T2;0;11608;via bernina;;45.4956117346891;9.18094995221951;;;;;2.0;78;151460005484;11608_T2
B90;3;11608;via bernina;;45.4956117346891;9.18094995221951;;;;;2.0;78;151460005484;11608_B90
B92;3;11608;via bernina;;45.4956117346891;9.18094995221951;;;;;2.0;78;151460005484;11608_B92
T2;0;11617;via farini v.le stelvio;;45.49459773725351;9.18502192585911;;;;;1.0;11;151460005406;11617_T2
T2;0;11614;via farini via alserio;;45.4916017823239;9.18398794907195;;;;;1.0;11;151460005377;11614_T2
T4;0;11614;via farini via alserio;;45.4916017823239;9.18398794907195;;;;;1.0;11;151460005377;11614_T4
B70;3;11614;via farini via alserio;;45.4916017823239;9.18398794907195;;;;;1.0;11;151460005377;11614_B70
T2;0;11609;via farini via valtellina;;45.489053787485894;9.182910944891471;;;;;1.0;11;151460005372;11609_T2
T4;0;11609;via farini via valtellina;;45.489053787485894;9.182910944891471;;;;;1.0;11;151460005372;11609_T4
B70;3;11609;via farini via valtellina;;45.489053787485894;9.182910944891471;;;;;1.0;11;151460005372;11609_B70
T2;0;11587;via farini via ferrari;;45.4851498059787;9.181852001146831;;;;;1.0;69;151460004683;11587_T2
