codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;comune;position_label;Lat;Long
IT-FI0595;Biblioteca comunale Leonardiana. Biblioteca civica e Centro di Documentazione sulla Pace e i Diritti Umani Norberto Bobbio;Comune di Vinci;Via R. Fucini 11-13;Comune;Importante non specializzata;;False;Firenze;241;43,7858721;10,9264352
IT-FI0596;Biblioteca dell'Agenzia per la formazione Azienda USL 11;Unità sanitaria locale - USL 11 Empoli;Via Oberdan, 13;Aziende ed enti del servizio sanitario nazionale;Pubblica;True;False;Firenze;242;43,7243065;10,9430836
IT-FI0601;Biblioteca scolastica del Liceo scientifico Leonardo da Vinci;Ministero dell'istruzione, dell'università e della ricerca;Via dei Marignolli 1;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Firenze;243;43,7907936;11,2361531
IT-FI0604;Biblioteca del Centro studi per la storia del pensiero giuridico moderno;Centro di studi per la storia del pensiero giuridico moderno;Piazza Indipendenza 9;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Firenze;244;43,7791037;11,2528335
IT-FI0607;Biblioteca dell'Istituto universitario Sophia;Istituto Universitario Sophia;Via San Vito, 28;Enti ecclesiastici;NON SPECIFICATA;False;False;Firenze;245;43,6657011;11,4225592
IT-FI0608;Centro servizi catalografici della Comunità montana del Mugello;;Via Palmiro Togliatti, 45;NON SPECIFICATA;NON SPECIFICATA;;;Firenze;246;43,9528986027686;11,3940008669495
IT-FI0614;Biblioteca dell'Abbazia di San Salvatore;;Via San Lorenzo a Settimo 15;NON SPECIFICATA;NON SPECIFICATA;;;Firenze;247;43,7809339;11,1450578
IT-FI0617;Biblioteca dell'Unioncamere Toscana;UNIONCAMERE TOSCANA;Via Lorenzo il Magnifico 24;Camere di commercio, industria, artigianato;Specializzata;False;True;Firenze;248;43,7833775;11,2554425
IT-FI0619;Centro di documentazione ARS della Toscana;Agenzia regionale di sanità della Toscana;Via Pietro Dazzi, 1 - Villa La quiete alle Montalve;Regione;Specializzata;False;True;Firenze;249;43,8128828;11,2435647
IT-FI0621;Biblioteca dell'Istituto statale superiore Virgilio ;;Via Cavour 62;NON SPECIFICATA;NON SPECIFICATA;;;Firenze;250;43,7179523;10,9450458
IT-FI0896;Biblioteca Biomedica - Centro Servizi ILLDD Università degli studi di Firenze;;Largo Brambilla, 3;NON SPECIFICATA;NON SPECIFICATA;;;Firenze;251;43,8032704;11,2461878
IT-FI0898;Biblioteca di Scienze Sociali - Centro Servizi per ILLDD Università degli studi di Firenze;;Via delle Pandette, 2;NON SPECIFICATA;NON SPECIFICATA;;;Firenze;252;43,79381;11,2319600000001
IT-FI0900;Biblioteca del Centro di documentazione per la storia dell'assistenza e della sanità;Centro di documentazione per la storia dell'assistenza e della sanità;Borgognissanti, 20;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Firenze;253;43,7718319;11,246669
IT-FI0901;Biblioteca della Fondazione Circolo  Rosselli;Fondazione Circolo Rosselli;Via degli Alfani 101;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;True;False;Firenze;254;43,77593;11,2592099999999
IT-FI0902;Centro di documentazione Azione Gay e Lesbica;Azione Gay e Lesbica;Via Pisana 32/r;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Firenze;255;43,7707274;11,2390961999999
IT-FI0903;Biblioteca Paolo Emilio Pecorella - CAMNES -Firenze;Associazione Culturale Center for Ancient Mediterranean and Near Eastern Studies. CAMNES;Via del Giglio 15;Accademie, associazioni, fondazioni, istituti, societa' (privati);Istituto di insegnamento superiore;False;False;Firenze;256;43,7746881;11,2521698
IT-FI0904;Biblioteca dell'Istituto Tecnico Industriale Leonardo da Vinci - ITI;Ministero dell'istruzione, dell'università e della ricerca. Istituto Tecnico Industriale Leonardo da Vinci;Via del Terzolle 91;Presidenza del consiglio dei ministri e ministeri;Scolastica;;False;Firenze;257;43,7960880296965;11,2381861226845
IT-FI0933;Biblioteca dell'Associazione Antonio G. Zorzi Giustiniani;Associazione Antonio G. Zorzi Giustiniani ;Via Gino Capponi 8 ;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Firenze;258;43,7772423397928;11,2619633079693
IT-FM0001;Biblioteca specialistica dello Studio Firmano;Studio Firmano per la storia dell'arte medica e della scienza;Via Ludovico Migliorati, 2;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Firenze;259;43,161648;13,713433
IT-FM0002;Biblioteca comunale Giuseppe Carboni;Comune di Ortezzano;Piazza Umberto I, 4;Comune;Pubblica;;False;Firenze;260;43,0321646613793;13,606653213501
IT-FM0003;Biblioteca comunale;Comune di Monte Vidon Corrado;Piazza Osvaldo Licini, 9;Comune;Pubblica;;False;Firenze;261;43,121567;13,484775
IT-FM0004;Biblioteca Titta Bernardini;Famiglia Bernardini;Largo Garibaldi 1;Privati - Famiglie;NON SPECIFICATA;;;Firenze;262;43,050717;13,797367
IT-FR0002;Biblioteca Molella;Famiglia Molella;Via Roma 36;Privati - Famiglie;Specializzata;;True;Firenze;263;41,7270673;13,3436113
IT-FR0004;Biblioteca comunale;Comune di Alvito;Palazzo Gallio;Comune;Pubblica;;True;Firenze;264;41,6886667;13,7444544
IT-FR0005;Biblioteca Mariana;Diocesi di Anagni-Alatri;Via Leone XIII, 4;Enti ecclesiastici;Importante non specializzata;False;False;Firenze;265;41,7424267;13,1619271
IT-FR0006;"Biblioteca ""Carlo Manzia, sJ"" dell'Istituto Teologico Leoniano di Anagni";Istituto Teologico Leoniano di Anagni;Via Calzatora 50;Enti ecclesiastici;Specializzata;True;False;Firenze;266;41,7530169;13,1374853
IT-FR0010;Biblioteca comunale Aquinas;Comune di Aquino;Piazza IV novembre;Comune;Pubblica;;False;Firenze;267;45,508246;10,422294
IT-FR0011;Biblioteca comunale;Comune di Arpino;Corso Tulliano 49;Comune;Pubblica;;False;Firenze;268;41,6467784;13,612437
IT-FR0013;Biblioteca comunale;Comune di Atina;Via Vittorio Emanuele III;Comune;Pubblica;;False;Firenze;269;41,6100282;13,7868526
IT-FR0014;Biblioteca comunale;Comune di Ausonia;Via Roma 8;Comune;Pubblica;;False;Firenze;270;41,355225;13,748257
IT-FR0016;Biblioteca comunale;Comune di Casalvieri;Via S. Giovanni;Comune;Pubblica;;True;Firenze;271;41,6876308;13,7414161
