codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;comune;position_label;Lat;Long
IT-TO0960;Biblioteca Comunale;Comune di Garzigliana;Piazza Vittorio Veneto 11;Comune;Pubblica;;False;Torino;226;44,836748;7,374611
IT-TO0962;Biblioteca del Centro di documentazione storica;Comune di Torino. Circoscrizione 5.;Via Verolengo 212;Comune;Pubblica;;False;Torino;227;45,0949881;7,6493829
IT-TO0966;"Biblioteca della Fondazione centro conservazione e restauro ""La Venaria Reale""";Fondazione Centro Conservazione e restauro La Venaria Reale;Via XX Settembre 18;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Torino;228;45,13348;7,62671
IT-TO0967;Archivio storico diocesano;;Via S. Varmondo 28;NON SPECIFICATA;NON SPECIFICATA;;;Torino;229;45,4685279;7,8768794
IT-TO0968;Biblioteca del Dipartimento di Fisiopatologia Clinica.Sezioni Otorinolaringoiatria e Chirurgia Maxillo-Facciale dell'Università degli Studi di Torino;Università degli studi di Torino. Dipartimento di fisiopatologia clinica;Via Genova 3;Universita' statali;Specializzata;True;;Torino;230;45,0411692;7,6723689
IT-TO0971;Biblioteca A. Rosmini - Corsi di Laurea delle Professioni sanitarie - Azienda Ospedaliera Universitaria Città della Salute e della Scienza di Torino - Università degli Studi di Torino ;Azienda Ospedaliera Città della Salute e della Scienza di Torino;Via Rosmini 4/a;Aziende ed enti del servizio sanitario nazionale;Specializzata;;;Torino;231;45,0490013;7,6718725
IT-TO0973;Biblioteca comunale;Comune di Campiglione-Fenile;Via S. Germano 5;Comune;Pubblica;;;Torino;232;44,8014231;7,3251075
IT-TO0974;Biblioteca di Odontostomatologia del Dipartimento di Scienze Chirurgiche dell'Università degli Studi di Torino ;Università degli studi di Torino. Dipartimento di scienze chirurgiche (Dental School);Via Nizza, 230;Universita' statali;NON SPECIFICATA;;False;Torino;233;45,034212;7,6679513
IT-TO0975;Biblioteca Fondazione Mario Merz;Fondazione Mario Merz;Via Limone, 24;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;234;45,0619148;7,6425922
IT-TO0988;Biblioteca civica;;Via Genevris 7;NON SPECIFICATA;NON SPECIFICATA;;;Torino;235;45,0297274;6,8584743
IT-TO0990;Biblioteca del Centro interculturale della città di Torino;Centro Interculturale della Città di Torino;Corso Taranto, 160;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;Torino;236;45,0962314;7,71077660000003
IT-TO0992;Biblioteca dell'Istituto di istruzione superiore Bodoni - Paravia;;Via Ponchielli, 56;NON SPECIFICATA;NON SPECIFICATA;;;Torino;237;45,0862257;7,7050398
IT-TO0993;Biblioteca Internazionale degli studenti;;Via S. Ottavio, 8;NON SPECIFICATA;NON SPECIFICATA;;;Torino;238;45,0675842;7,6936802
IT-TO0994;Biblioteca del Laboratorio di educazione ambientale;;Corso Lombardini, 2;NON SPECIFICATA;NON SPECIFICATA;;;Torino;239;45,095396;7,646767
IT-TO1005;Biblioteca del Museo regionale dell'emigrazione dei piemontesi nel mondo;;Piazza donatori di sangue 1;NON SPECIFICATA;NON SPECIFICATA;;;Torino;240;44,9031752;7,4405166
IT-TO1007;Punto di lettura e prestito Cartiera;La Cartiera;Via Fossano 8;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;;Torino;241;45,0853839;7,66193380000004
IT-TO1008;Biblioteca Scuola Secondaria Statale di Primo Grado Lidia Poet;Ministero dell'istruzione, dell'università e della ricerca. Istituto comprensivo Pinerolo III;Via de' Rochis 29;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Torino;242;44,8899458;7,34634040000003
IT-TO1009;Biblioteca civica;;Piazza della libertà, 1;NON SPECIFICATA;NON SPECIFICATA;;;Torino;243;44,9552192;7,18222
IT-TO1010;Biblioteca dell'Associazione La bottega del possibile;;Viale Trento, 9;NON SPECIFICATA;NON SPECIFICATA;;;Torino;244;44,8215832;7,2220055
IT-TO1011;Biblioteca Provinciale Lasalliana;Provincia di Torino della Congregazione dei Fratelli delle Scuole Cristiane;Strada comunale S. Margherita, 132;Enti ecclesiastici;Specializzata;True;False;Torino;245;45,0565027;7,7072275
IT-TO1015;Biblioteca civica;Comune di Lombardore;Via Ripa Nuova, 1;Comune;Pubblica;;;Torino;246;45,2359975;7,7389249
IT-TO1017;Biblioteca dell'Archivio Storico Olivetti;Associazione Archivio Storico Olivetti;Via delle Miniere 31;Accademie, associazioni, fondazioni, istituti, societa' (privati);NON SPECIFICATA;;;Torino;247;45,46025;7,86865
IT-TO1019;Biblioteca del Centro di Ricerche sulla Libera Muratoria - CRSL-M  ;Centro di Ricerche sulla Libera Muratoria. CRSL-M;Piazza Vittorio Veneto, 19 ;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;False;True;Torino;248;45,0648333;7,6963587
IT-TO1020;Biblioteca Rete italiana di cultura popolare;Rete italiana di cultura popolare;Via Piave 15;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;False;True;Torino;249;45,0766609;7,6762092
IT-TO1204;Biblioteca della Scuola Holden;Holden S.r.l.;Piazza Borgo Dora, 49;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;250;45,0814113986575;7,68356274732969
IT-TO1217;Biblioteca del Centro multimediale di documentazione pedagogica ;Centro multimediale di documentazione pedagogica;Corso Francia 285;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;True;False;Torino;251;45,0746435592754;7,62644947116394
IT-TO1218;Biblioteca civica;Comune di San Gillio;Via Piave, 4;Comune;Pubblica;;False;Torino;252;45,140983;7,53167899999994
IT-TO1219;Biblioteca dell'Ispettoria Piemontese Biblioteca dell'Archivio storico dell'Ispettoria piemontese delle Figlie di Maria Ausiliatrice;"Istituto Figlie di Maria Ausiliatrice - Ispettoria Piemontese ""Maria Ausiliatrice""";Piazza Maria Ausiliatrice, 35;Enti ecclesiastici;NON SPECIFICATA;True;False;Torino;253;45,08049;7,67534000000001
IT-TO1223;Biblioteca dell'Istituto Suore Francescane Missionarie di Susa;Istituto Suore Francescane Missionarie di Susa;via Palazzo di Città, 85;Enti ecclesiastici;Importante non specializzata;True;False;Torino;254;45,1355878;7,04523089999998
IT-TO1230;Biblioteca e Centro di Documentazione Maurice GLBTQ;Maurice GLBTQ;Via Stampatori 10;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;255;45,0723779752648;7,67830498406147
IT-TO1232;Biblioteca civica Leo Chiosso;Comune di Pralormo;Via Umberto I, 16 ;Comune;Pubblica;;;Torino;256;44,8616394;7,90030100000001
IT-TP0001;Biblioteca comunale Sebastiano Bagolino;Comune  di Alcamo;piazza Ciullo ;Comune;Importante non specializzata;;False;Torino;257;37,9809529762134;12,9647824416641
IT-TP0004;Biblioteca comunale;Comune di Calatafimi;Piazza Plebiscito 13;Comune;Importante non specializzata;;False;Torino;258;37,9136436;12,8616129
IT-TP0005;Biblioteca comunale;Comune di Campobello di Mazara;Piazza Garibaldi 12/H;Comune;Pubblica;;False;Torino;259;37,633297;12,746945
IT-TP0009;Biblioteca comunale;Comune di Gibellina;Viale Segesta;Comune;Importante non specializzata;;False;Torino;260;37,8126642;12,8754363
IT-TP0011;Biblioteca del Seminario vescovile;Seminario vescovile di Mazara del Vallo;Piazza della Repubblica, 16;Enti ecclesiastici;Specializzata;False;False;Torino;261;37,6517089;12,5899086
IT-TP0013;Biblioteca comunale;Comune di Paceco;Via N. Agate 46;Comune;Importante non specializzata;;False;Torino;262;37,9816218;12,5617855
IT-TP0021;Biblioteca dell'Archivio di Stato di Trapani;Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Trapani;Piazzetta Sant'Anna 22;Direzione generale Archivi;Specializzata;;True;Torino;263;38,0170215918336;12,5030039208668
IT-TP0022;Biblioteca Fardelliana;Ente morale Fardelliana;Via De  Santis 2;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;False;Torino;264;38,0107106;12,5497223
IT-TP0024;Biblioteca comunale;Comune di Vita;Viale Europa;Comune;Pubblica;;False;Torino;265;37,8702472;12,826832
IT-TP0025;Biblioteca circoscrizionale;;Presso la Delegazione di Borgo Annunziata - Largo Madonna;NON SPECIFICATA;NON SPECIFICATA;;;Torino;266;38,0186067;12,540939
IT-TP0027;Biblioteca del Centro studi Benedetto Croce;;Via Turretta 8;NON SPECIFICATA;NON SPECIFICATA;;;Torino;267;38,0152146;12,5090879
IT-TP0028;Biblioteca del Circolo di cultura;;Via S. Francesco d'Assisi 4;NON SPECIFICATA;NON SPECIFICATA;;;Torino;268;38,0149765;12,5085415
IT-TP0029;Biblioteca del Polo territoriale universitario della Provincia di Trapani. Università degli studi di Palermo;Università degli studi di Palermo. Polo didattico di Trapani;Lungomare Dante Alighieri;Universita' statali;Istituto di insegnamento superiore;True;False;Torino;269;38,0341101200766;12,5341707414948
IT-TP0030;Biblioteca Museo regionale Pepoli;Regione siciliana;Via Conte A. Pepoli 200;Regione;Specializzata;;True;Torino;270;38,0192216;12,5430672
IT-TP0031;Biblioteca diocesana Giovanni Biagio Amico;Diocesi di Trapani;Via Cosenza, 90;Enti ecclesiastici;Importante non specializzata;True;False;Torino;271;38,0284481;12,5487659
IT-TP0032;Biblioteca della Camera di commercio, industria, artigianato e agricoltura;;Corso Italia 26/30;NON SPECIFICATA;NON SPECIFICATA;;;Torino;272;38,0148698;12,5115297
IT-TP0033;Biblioteca della Curia vescovile;;Corso Vittorio Emanuele 42;NON SPECIFICATA;NON SPECIFICATA;;;Torino;273;38,015804;12,5072988
IT-TP0035;Biblioteca della Società nazionale Dante Alighieri;;Via Orfeo 13;NON SPECIFICATA;NON SPECIFICATA;;;Torino;274;38,015142;12,5106903
IT-TP0041;Biblioteca comunale;Comune di Favignana;Piazza Madrice 65/66;Comune;Pubblica;;False;Torino;275;37,9318167;12,3289835
IT-TP0042;Biblioteca dell'Associazione culturale Giovanni Verga;;Via G. Leopardi;NON SPECIFICATA;NON SPECIFICATA;;;Torino;276;37,755681;13,0092069
IT-TP0048;Biblioteca di tradizioni popolari e storia locale;Associazione per la tutela delle tradizioni popolari del trapanese;Via Errante 8;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;277;38,0192599;12,5197194
IT-TP0049;Biblioteca Laura Vicuna;Istituto Maria Ausiliatrice;Via tenente Alberti 63;Enti ecclesiastici;Pubblica;;False;Torino;278;38,0114167;12,5437506
IT-TP0050;Biblioteca della Casa circondariale;Ministero della giustizia. Casa circondariale di Erice;Via Madonna di Fatima 226;Presidenza del consiglio dei ministri e ministeri;Pubblica;;True;Torino;279;38,0323126;12,5412868
IT-TP0053;Biblioteca dell'Istituto salesiano Don Bosco;Salesiani. Istituto salesiano Don Bosco di Trapani;Via G.B. Fardella 24;Enti ecclesiastici;Pubblica;;False;Torino;280;38,0187531;12,5185852
IT-TP0055;Biblioteca comunale;Comune di Salaparuta;Via Regione siciliana;Comune;NON SPECIFICATA;;True;Torino;281;37,7554589;13,0070391
IT-TP0056;Biblioteca dela Casa circondariale;Ministero della giustizia. Casa circondariale di Marsala;Piazza castello;Presidenza del consiglio dei ministri e ministeri;Pubblica;;True;Torino;282;37,7998582;12,4383979
IT-TP0059;Biblioteca comunale Leonardo Centonze;Comune di Castelvetrano;Via G. Garibaldi 54;Comune;Importante non specializzata;;False;Torino;283;37,6342774;12,7455833
IT-TP0063;Biblioteca comunale;Comune di Santa Ninfa;Piazza A. Moro;Comune;Pubblica;;False;Torino;284;37,7701309;12,8802878
IT-TP0064;Biblioteca multimediale S. Giacomo de Spada;Comune di Alcamo;Via Navarra 75;Comune;Pubblica;;False;Torino;285;37,9800091972201;12,9662472883606
IT-TP0065;Biblioteca dell'Istituto superiore per le tecniche di conservazione dei beni culturali dell'ambiente Giovanni Biagio Amico;;Via Passo Enea 25;NON SPECIFICATA;NON SPECIFICATA;;;Torino;286;38,019404;12,5184146
IT-TP0068;Biblioteca scolastica Scuola media V. Pipitone;Ministero dell'istruzione, dell'università e della ricerca;Via Sarzana 3;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Torino;287;37,8011667;12,4337156
IT-TP0070;Biblioteca monsignore Andrea Linares;Ministero dell'istruzione, dell'università e della ricerca;Via G. Falcone 20;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Torino;288;37,8093471;12,4469602
IT-TP0071;Chiesa Madre Maria Ss. Assunta;;Piazza IV Novembre 4;NON SPECIFICATA;NON SPECIFICATA;;;Torino;289;37,980885;12,965625
IT-TP0073;Biblioteca Antonio Gandolfo del Liceo classico Giovanni XXIII;Ministero dell'istruzione, dell'università e della ricerca;Via Eliodoro Lombardi;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Torino;290;37,801201;12,432412
IT-TP0075;Biblioteca dell'Istituto professionale Cosentino e dell'Istituto tecnico industriale;;Via del Fante, 75;NON SPECIFICATA;NON SPECIFICATA;;;Torino;291;37,8059074;12,4377378
IT-TP0076;Biblioteca del Liceo classico Giovanni XXIII;Ministero dell'istruzione, dell'università e della ricerca. Istituto Superiore Giovanni XXIII - F. Cosentino;Via Eliodoro Lombardi 18;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;Torino;292;37,80131;12,4327656
