route_id;route_type;stop_id;stop_name;stop_desc;Lat;Long;wheelchair_boarding;IDquartiere;SEZ2011;stopCode
METROU;1;8212;METRO MARCHE;corso Francia / corso Marche;45.07432;7.614560000000001;1;13;12720003824;8212_METROU
METROU;1;8213;METRO MASSAUA;;45.07457;7.6201300000000005;1;14;12720002048;8213_METROU
METROU;1;8214;METRO POZZO STRADA;corso Francia / via Pozzo strada;45.07493;7.62893;1;14;12720002050;8214_METROU
METROU;1;8215;METRO MONTE GRAPPA;corso Francia / corso Monte Grappa;45.07521;7.63559;1;14;12720002055;8215_METROU
METROU;1;8216;METRO RIVOLI;piazza Rivoli;45.07557;7.64395;1;6;12720001300;8216_METROU
METROU;1;8217;METRO RACCONIGI;corso Francia / corso Racconigi;45.07568;7.6482600000000005;1;5;12720001355;8217_METROU
METROU;1;8218;METRO BERNINI;piazza Bernini;45.07598;7.65568;1;5;12720001360;8218_METROU
METROU;1;8219;METRO PRINCIPI ACAJA;corso Francia / via Principi d'Acaja;45.07632;7.66447;1;5;12720000725;8219_METROU
METROU;1;8220;METRO XVIII DICEMBRE;piazza XVIII Dicembre - stazione Porta Susa;45.07419;7.6684600000000005;1;1;12720000261;8220_METROU
METROU;1;8221;METRO PORTA SUSA;;45.06987;7.66477;1;1;12720000294;8221_METROU
METROU;1;8222;METRO VINZAGLIO;;45.06727;7.6662300000000005;1;3;12720000775;8222_METROU
METROU;1;8223;METRO RE UMBERTO;;45.06451;7.67402;1;1;12720000143;8223_METROU
METROU;1;8224;METRO PORTA NUOVA;;45.06276;7.678999999999999;1;1;12720000148;8224_METROU
METROU;1;8225;METRO MARCONI;;45.05713;7.6769300000000005;1;2;12720000825;8225_METROU
METROU;1;8226;METRO NIZZA;;45.0514;7.67466;1;2;12720000869;8226_METROU
METROU;1;8227;METRO DANTE;;45.046890000000005;7.67288;1;2;12720000903;8227_METROU
METROU;1;8228;METRO CARDUCCI;;45.0423;7.671119999999999;1;9;12720002223;8228_METROU
METROU;1;8229;METRO SPEZIA;;45.03768;7.66933;1;9;12720002240;8229_METROU
METROU;1;8230;METRO LINGOTTO;;45.030770000000004;7.6666;1;9;12720002271;8230_METROU
4U;0;1105;DISTRETTO MILITARE;C.TURATI / C.LEPANTO;45.047;7.6623600000000005;1;11;12720002153;1105_4U
S04U;3;1105;DISTRETTO MILITARE;C.TURATI / C.LEPANTO;45.047;7.6623600000000005;1;11;12720002153;1105_S04U
4U;0;1216;EMILIA;C.G.CESARE N. 17;45.081759999999996;7.68687;1;7;12720001100;1216_4U
11U;3;1216;EMILIA;C.G.CESARE N. 17;45.081759999999996;7.68687;1;7;12720001100;1216_11U
50U;3;1216;EMILIA;C.G.CESARE N. 17;45.081759999999996;7.68687;1;7;12720001100;1216_50U
51U;3;1216;EMILIA;C.G.CESARE N. 17;45.081759999999996;7.68687;1;7;12720001100;1216_51U
N04U;3;1216;EMILIA;C.G.CESARE N. 17;45.081759999999996;7.68687;1;7;12720001100;1216_N04U
4U;0;1220;PASTRENGO;V. SACCHI DOPO V. PASTRENGO;45.05803;7.67408;1;3;12720000395;1220_4U
S04U;3;1220;PASTRENGO;V. SACCHI DOPO V. PASTRENGO;45.05803;7.67408;1;3;12720000395;1220_S04U
4U;0;1372;PARCHEGGIO CAIO MARIO;CORSO UNIONE SOVIETICA / VIA PERNATI DI MOMO;45.0275;7.6406;1;23;12720002355;1372_4U
18U;3;1372;PARCHEGGIO CAIO MARIO;CORSO UNIONE SOVIETICA / VIA PERNATI DI MOMO;45.0275;7.6406;1;23;12720002355;1372_18U
4U;0;1913;VESPUCCI;C.TURATI / V.VESPUCCI;45.05323;7.6694;1;3;12720003261;1913_4U
S04U;3;1913;VESPUCCI;C.TURATI / V.VESPUCCI;45.05323;7.6694;1;3;12720003261;1913_S04U
4U;0;1914;SOMMEILLER;V. SACCHI / C. SOMMEILLER;45.05535;7.6718;1;3;12720000407;1914_4U
S04U;3;1914;SOMMEILLER;V. SACCHI / C. SOMMEILLER;45.05535;7.6718;1;3;12720000407;1914_S04U
4U;0;1915;STATI UNITI;V. SACCHI DOPO C. STATI UNITI;45.06021;7.675660000000001;1;3;12720000395;1915_4U
S04U;3;1915;STATI UNITI;V. SACCHI DOPO C. STATI UNITI;45.06021;7.675660000000001;1;3;12720000395;1915_S04U
4U;0;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_4U
11U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_11U
19U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_19U
27U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_27U
51U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_51U
57U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_57U
N04U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_N04U
W60U;3;200;PORTA PALAZZO SUD;P. DELLA REPUBBLICA PRIMA DI V. MILANO;45.07607;7.683039999999999;1;1;12720003106;200_W60U
4U;0;232;PALERMO;C.G.CESARE / V.ELVO;45.09083;7.692769999999999;1;18;12720001665;232_4U
N04U;3;232;PALERMO;C.G.CESARE / V.ELVO;45.09083;7.692769999999999;1;18;12720001665;232_N04U
4U;0;234;NOVARA;C.G.CESARE / C.NOVARA;45.08717;7.69039;1;7;12720001050;234_4U
1085E;3;234;NOVARA;C.G.CESARE / C.NOVARA;45.08717;7.69039;1;7;12720001050;234_1085E
N04U;3;234;NOVARA;C.G.CESARE / C.NOVARA;45.08717;7.69039;1;7;12720001050;234_N04U
4U;0;237;LAURO ROSSI;C.G.CESARE DOPO V. LAURO ROSSI;45.093999999999994;7.6948300000000005;1;18;12720001640;237_4U
1085E;3;237;LAURO ROSSI;C.G.CESARE DOPO V. LAURO ROSSI;45.093999999999994;7.6948300000000005;1;18;12720001640;237_1085E
N04U;3;237;LAURO ROSSI;C.G.CESARE DOPO V. LAURO ROSSI;45.093999999999994;7.6948300000000005;1;18;12720001640;237_N04U
4U;0;239;CARMAGNOLA;C.G.CESARE / V.CARMAGNOLA;45.08432;7.68854;1;7;12720001080;239_4U
N04U;3;239;CARMAGNOLA;C.G.CESARE / V.CARMAGNOLA;45.08432;7.68854;1;7;12720001080;239_N04U
4U;0;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_4U
1085E;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_1085E
11U;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_11U
19U;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_19U
50U;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_50U
51U;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_51U
N04U;3;240;BORGO DORA;C.G.CESARE N. 13;45.07945;7.685219999999999;1;7;12720000470;240_N04U
4U;0;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_4U
11U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_11U
19U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_19U
27U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_27U
51U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_51U
57U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_57U
N04U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_N04U
ST2U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_ST2U
W60U;3;242;CORTE D'APPELLO;V. MILANO / V. CORTE D'APPELLO;45.07366;7.68145;1;1;12720000024;242_W60U
4U;0;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_4U
11U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_11U
19U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_19U
27U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_27U
51U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_51U
57U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_57U
N04U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_N04U
ST2U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_ST2U
W60U;3;244;MONTE DI PIETÀ;V. S FRANCESCO D'ASSISI PRIMA DI V. M.TE DI PIETA';45.0715;7.6799;1;1;12720000049;244_W60U
4U;0;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_4U
15U;0;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_15U
11U;3;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_11U
27U;3;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_27U
55U;3;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_55U
57U;3;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_57U
S04U;3;246;BERTOLA;V.SAN TOMMASO / V.SANTA TERESA;45.06962;7.68067;1;1;12720000062;246_S04U
4U;0;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_4U
15U;0;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_15U
11U;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_11U
55U;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_55U
57U;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_57U
58U;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_58U
58BU;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_58BU
S04U;3;248;ARCIVESCOVADO;V.ARSENALE / V.LASCARIS;45.06755;7.67915;1;1;12720003127;248_S04U
4U;0;250;VITTORIO EMANUELE II;V.ARSENALE / V. SAN QUINTINO;45.06472;7.677160000000001;2;1;12720000136;250_4U
11U;3;250;VITTORIO EMANUELE II;V.ARSENALE / V. SAN QUINTINO;45.06472;7.677160000000001;2;1;12720000136;250_11U
58U;3;250;VITTORIO EMANUELE II;V.ARSENALE / V. SAN QUINTINO;45.06472;7.677160000000001;2;1;12720000136;250_58U
58BU;3;250;VITTORIO EMANUELE II;V.ARSENALE / V. SAN QUINTINO;45.06472;7.677160000000001;2;1;12720000136;250_58BU
S04U;3;250;VITTORIO EMANUELE II;V.ARSENALE / V. SAN QUINTINO;45.06472;7.677160000000001;2;1;12720000136;250_S04U
4U;0;2523;OSPEDALE MAURIZIANO;C.TURATI - OSP.MAURIZIANO;45.05007;7.6658800000000005;1;3;12720001224;2523_4U
S04U;3;2523;OSPEDALE MAURIZIANO;C.TURATI - OSP.MAURIZIANO;45.05007;7.6658800000000005;1;3;12720001224;2523_S04U
4U;0;2533;FILADELFIA;C.UNIONE SOVIETICA / P.LE GABRIELE DA GORIZIA;45.0396;7.65411;1;11;12720002160;2533_4U
S04U;3;2533;FILADELFIA;C.UNIONE SOVIETICA / P.LE GABRIELE DA GORIZIA;45.0396;7.65411;1;11;12720002160;2533_S04U
4U;0;2537;SAN MARINO;C.UNIONE SOVIETICA / V.S.MARINO;45.03557;7.6496;1;11;12720002166;2537_4U
S04U;3;2537;SAN MARINO;C.UNIONE SOVIETICA / V.S.MARINO;45.03557;7.6496;1;11;12720002166;2537_S04U
4U;0;272;CASERMA MORELLI;C.UNIONE SOV.- CASERMA MORELLI DI POPOLO;45.04396;7.658980000000001;1;11;12720002157;272_4U
14U;3;272;CASERMA MORELLI;C.UNIONE SOV.- CASERMA MORELLI DI POPOLO;45.04396;7.658980000000001;1;11;12720002157;272_14U
63U;3;272;CASERMA MORELLI;C.UNIONE SOV.- CASERMA MORELLI DI POPOLO;45.04396;7.658980000000001;1;11;12720002157;272_63U
S04U;3;272;CASERMA MORELLI;C.UNIONE SOV.- CASERMA MORELLI DI POPOLO;45.04396;7.658980000000001;1;11;12720002157;272_S04U
4U;0;274;SEBASTOPOLI;C.UNIONE SOVIETICA / C.SEBASTOPOLI;45.04172;7.65649;1;11;12720002157;274_4U
S04U;3;274;SEBASTOPOLI;C.UNIONE SOVIETICA / C.SEBASTOPOLI;45.04172;7.65649;1;11;12720002157;274_S04U
4U;0;276;MONTEVIDEO;C.UNIONE SOVIETICA FRONTE V.MONTEVIDEO;45.037240000000004;7.651489999999999;2;11;12720002166;276_4U
1510E;3;276;MONTEVIDEO;C.UNIONE SOVIETICA FRONTE V.MONTEVIDEO;45.037240000000004;7.651489999999999;2;11;12720002166;276_1510E
1511E;3;276;MONTEVIDEO;C.UNIONE SOVIETICA FRONTE V.MONTEVIDEO;45.037240000000004;7.651489999999999;2;11;12720002166;276_1511E
S04U;3;276;MONTEVIDEO;C.UNIONE SOVIETICA FRONTE V.MONTEVIDEO;45.037240000000004;7.651489999999999;2;11;12720002166;276_S04U
4U;0;278;GIAMBONE;C.UNIONE SOVIETICA / C.COSENZA;45.03303;7.646789999999999;1;11;12720002915;278_4U
1510E;3;278;GIAMBONE;C.UNIONE SOVIETICA / C.COSENZA;45.03303;7.646789999999999;1;11;12720002915;278_1510E
1511E;3;278;GIAMBONE;C.UNIONE SOVIETICA / C.COSENZA;45.03303;7.646789999999999;1;11;12720002915;278_1511E
S04U;3;278;GIAMBONE;C.UNIONE SOVIETICA / C.COSENZA;45.03303;7.646789999999999;1;11;12720002915;278_S04U
4U;0;280;TAZZOLI EST;C.UNIONE SOVIETICA / C.TAZZOLI;45.02977;7.64313;1;12;12720002353;280_4U
1510E;3;280;TAZZOLI EST;C.UNIONE SOVIETICA / C.TAZZOLI;45.02977;7.64313;1;12;12720002353;280_1510E
1511E;3;280;TAZZOLI EST;C.UNIONE SOVIETICA / C.TAZZOLI;45.02977;7.64313;1;12;12720002353;280_1511E
S04U;3;280;TAZZOLI EST;C.UNIONE SOVIETICA / C.TAZZOLI;45.02977;7.64313;1;12;12720002353;280_S04U
4U;0;282;TRAIANO;C.UNIONE SOVIETICA DOPO C. TRAIANO;45.025529999999996;7.63845;1;10;12720002737;282_4U
18U;3;282;TRAIANO;C.UNIONE SOVIETICA DOPO C. TRAIANO;45.025529999999996;7.63845;1;10;12720002737;282_18U
62U;3;282;TRAIANO;C.UNIONE SOVIETICA DOPO C. TRAIANO;45.025529999999996;7.63845;1;10;12720002737;282_62U
S04U;3;282;TRAIANO;C.UNIONE SOVIETICA DOPO C. TRAIANO;45.025529999999996;7.63845;1;10;12720002737;282_S04U
4U;0;285;DROSSO;C. UNIONE SOVIETICA / STR. DEL DROSSO;45.0137;7.62518;1;23;12720002643;285_4U
4U;0;3217;DERNA;C.GIULIO CESARE DOPO P. DERNA;45.10062;7.69919;1;19;12720002830;3217_4U
1085E;3;3217;DERNA;C.GIULIO CESARE DOPO P. DERNA;45.10062;7.69919;1;19;12720002830;3217_1085E
4U;0;3218;GOTTARDO;C. GIULIO CESARE/VIA GOTTARDO;45.097840000000005;7.697369999999999;1;19;12720001770;3218_4U
4U;0;3219;FALCHERA;VIA DELLE QUERCE / VIA DEGLI ULIVI;45.12907;7.708139999999999;1;19;12720002765;3219_4U
4U;0;3223;OXILIA;C. GIULIO CESARE \\ V. OXILIA;45.10411;7.701460000000001;1;19;12720003032;3223_4U
4U;0;3225;SCOTELLARO;C. GIULIO CESARE \\ V. SCOTELLARO;45.10844;7.70432;1;19;12720003673;3225_4U
4U;0;3227;IVREA;C. GIULIO CESARE \\ V. IVREA;45.112790000000004;7.707139999999999;1;19;12720002558;3227_4U
4U;0;3229;CASCINETTE;C. GIULIO CESARE \\ STR. CASCINETTE;45.11571;7.709060000000001;1;19;12720002551;3229_4U
4U;0;3234;STAZIONE STURA;;45.12014;7.7115;1;19;12720002550;3234_4U
4U;0;3238;ULIVI;VIA DELLE QUERCE / VIA DEGLI ULIVI;45.12713;7.714580000000001;1;19;12720003041;3238_4U
4U;0;3240;ABETI;VIA DELLE QUERCE / VIA DEGLI ABETI;45.12867;7.71063;1;19;12720002765;3240_4U
4U;0;3358;CASTELLO DI MIRAFIORI;C. UNIONE SOVIETICA / STR. CASTELLO DI MIRAFIORI;45.01347;7.62485;1;23;12720002642;3358_4U
4U;0;3360;PLAVA;C. UNIONE SOVIETICA DOPO V.PLAVA;45.01579;7.627439999999999;1;23;12720003066;3360_4U
4U;0;3362;PAVESE;C. UNIONE SOVIETICA FRONTE V.PAVESE;45.01762;7.62949;1;23;12720002780;3362_4U
4U;0;3364;BISCARETTI;C. UNIONE SOVIETICA DOPO V.BISCARETTI;45.01923;7.6313;1;23;12720002780;3364_4U
4U;0;3366;SETTEMBRINI;C. UNIONE SOVIETICA DOPO P. CAIO MARIO;45.0223;7.634289999999999;1;23;12720002634;3366_4U
4U;0;3368;CAIO MARIO;C. AGNELLI / P.LE CAIO MARIO;45.024190000000004;7.63541;1;23;12720002354;3368_4U
10U;0;3368;CAIO MARIO;C. AGNELLI / P.LE CAIO MARIO;45.024190000000004;7.63541;1;23;12720002354;3368_10U
4U;0;3492;PORTA NUOVA;V. SACCHI DOPO C. VITTORIO E. II;45.06235;7.67714;1;3;12720000374;3492_4U
S04U;3;3492;PORTA NUOVA;V. SACCHI DOPO C. VITTORIO E. II;45.06235;7.67714;1;3;12720000374;3492_S04U
4U;0;1112;SOMMEILLER;V.SACCHI DOPO C.SOMMEILLER;45.0557;7.67225;1;3;12720000395;1112_4U
S04U;3;1112;SOMMEILLER;V.SACCHI DOPO C.SOMMEILLER;45.0557;7.67225;1;3;12720000395;1112_S04U
4U;0;1114;PASTRENGO;V.SACCHI FRONTE V.PASTRENGO;45.05833;7.67432;1;3;12720000395;1114_4U
S04U;3;1114;PASTRENGO;V.SACCHI FRONTE V.PASTRENGO;45.05833;7.67432;1;3;12720000395;1114_S04U
4U;0;1285;GOTTARDO;C.G.CESARE/V. SEMPIONE;45.09706;7.69694;1;18;12720001620;1285_4U
N04U;3;1285;GOTTARDO;C.G.CESARE/V. SEMPIONE;45.09706;7.69694;1;18;12720001620;1285_N04U
4U;0;1370;PARCHEGGIO CAIO MARIO;CORSO UNIONE SOVIETICA / VIA PERNATI DI MOMO;45.02812;7.641210000000001;1;23;12720002355;1370_4U
4U;0;1916;STATI UNITI;V.SACCHI / C.STATI UNITI;45.060629999999996;7.67599;1;3;12720000395;1916_4U
S04U;3;1916;STATI UNITI;V.SACCHI / C.STATI UNITI;45.060629999999996;7.67599;1;3;12720000395;1916_S04U
4U;0;231;LAURO ROSSI;C.G.CESARE / V.SPONTINI;45.0948;7.695460000000001;1;18;12720001630;231_4U
1085E;3;231;LAURO ROSSI;C.G.CESARE / V.SPONTINI;45.0948;7.695460000000001;1;18;12720001630;231_1085E
N04U;3;231;LAURO ROSSI;C.G.CESARE / V.SPONTINI;45.0948;7.695460000000001;1;18;12720001630;231_N04U
4U;0;233;PALERMO;C.G.CESARE / L.GO G.CESARE;45.0916;7.6934;1;18;12720001666;233_4U
N04U;3;233;PALERMO;C.G.CESARE / L.GO G.CESARE;45.0916;7.6934;1;18;12720001666;233_N04U
4U;0;235;NOVARA;C.G.CESARE DOPO C.NOVARA;45.088390000000004;7.691210000000001;1;18;12720001688;235_4U
1085E;3;235;NOVARA;C.G.CESARE DOPO C.NOVARA;45.088390000000004;7.691210000000001;1;18;12720001688;235_1085E
N04U;3;235;NOVARA;C.G.CESARE DOPO C.NOVARA;45.088390000000004;7.691210000000001;1;18;12720001688;235_N04U
4U;0;236;EMILIA;C.G.CESARE DOPO L.GO DORA FIRENZE;45.082;7.68708;1;7;12720001101;236_4U
N04U;3;236;EMILIA;C.G.CESARE DOPO L.GO DORA FIRENZE;45.082;7.68708;1;7;12720001101;236_N04U
4U;0;238;CARMAGNOLA;C.G.CESARE / V.LODI;45.08509;7.689080000000001;1;7;12720001069;238_4U
N04U;3;238;CARMAGNOLA;C.G.CESARE / V.LODI;45.08509;7.689080000000001;1;7;12720001069;238_N04U
4U;0;241;BORGO DORA;C. GIULIO CESARE / V. RIVAROLO;45.08013;7.68585;1;7;12720000471;241_4U
1085E;3;241;BORGO DORA;C. GIULIO CESARE / V. RIVAROLO;45.08013;7.68585;1;7;12720000471;241_1085E
11U;3;241;BORGO DORA;C. GIULIO CESARE / V. RIVAROLO;45.08013;7.68585;1;7;12720000471;241_11U
51U;3;241;BORGO DORA;C. GIULIO CESARE / V. RIVAROLO;45.08013;7.68585;1;7;12720000471;241_51U
N04U;3;241;BORGO DORA;C. GIULIO CESARE / V. RIVAROLO;45.08013;7.68585;1;7;12720000471;241_N04U
4U;0;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_4U
7U;0;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_7U
11U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_11U
19U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_19U
27U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_27U
51U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_51U
57U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_57U
N04U;3;243;DUOMO - POLO REALE;V.XX SETTEMBRE / P.S.GIOVANNI;45.074259999999995;7.685289999999999;1;1;12720000064;243_N04U
4U;0;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_4U
7U;0;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_7U
11U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_11U
19U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_19U
27U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_27U
51U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_51U
57U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_57U
N04U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_N04U
ST2U;3;245;GARIBALDI;V.XX SETTEMBRE / V.P.DI CITTA';45.07195;7.68383;1;1;12720000037;245_ST2U
4U;0;247;BERTOLA;V.XX SETTEMBRE / V.BERTOLA;45.069320000000005;7.68204;2;1;12720000063;247_4U
15U;0;247;BERTOLA;V.XX SETTEMBRE / V.BERTOLA;45.069320000000005;7.68204;2;1;12720000063;247_15U
4U;0;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_4U
15U;0;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_15U
11U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_11U
55U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_55U
57U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_57U
58U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_58U
58BU;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_58BU
S04U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_S04U
ST1U;3;249;ARCIVESCOVADO;V.XX SETTEMBRE / V.FROLA;45.06681;7.68043;1;1;12720003128;249_ST1U
4U;0;251;VITTORIO EMANUELE II;V.XX SETTEMBRE / P.PALEOCAPA;45.06385;7.67824;1;1;12720000148;251_4U
4U;0;2527;VESPUCCI;C.TURATI / V.VESPUCCI;45.053000000000004;7.669010000000001;1;3;12720001221;2527_4U
4U;0;2528;DISTRETTO MILITARE;C.UNIONE SOVIETICA / C.LEPANTO;45.04653;7.66175;1;11;12720002154;2528_4U
4U;0;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_4U
11U;3;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_11U
12U;3;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_12U
58U;3;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_58U
58BU;3;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_58BU
S04U;3;253;PORTA NUOVA;V.SACCHI / C.VITTORIO EM.II;45.0628;7.677560000000001;1;3;12720000375;253_S04U
4U;0;2530;CASERMA MORELLI;C.UNIONE SOVIETICA FR. CASERMA MORELLI DI POPOLO;45.04371;7.65862;1;11;12720002157;2530_4U
