route_id;route_type;stop_id;stop_name;stop_desc;Lat;Long;wheelchair_boarding;IDquartiere;SEZ2011;stopCode
66U;3;1425;LANZA;V.CRIMEA / C.G.LANZA;45.05539;7.6963;1;22;12720000608;1425_66U
70U;3;1425;LANZA;V.CRIMEA / C.G.LANZA;45.05539;7.6963;1;22;12720000608;1425_70U
73U;3;1425;LANZA;V.CRIMEA / C.G.LANZA;45.05539;7.6963;1;22;12720000608;1425_73U
33U;3;1427;RIGHINO;V.LE THOVEZ / STR DEL RIGHINO;45.05382;7.69918;1;22;12720002534;1427_33U
52U;3;1427;RIGHINO;V.LE THOVEZ / STR DEL RIGHINO;45.05382;7.69918;1;22;12720002534;1427_52U
53U;3;1427;RIGHINO;V.LE THOVEZ / STR DEL RIGHINO;45.05382;7.69918;1;22;12720002534;1427_53U
70U;3;1427;RIGHINO;V.LE THOVEZ / STR DEL RIGHINO;45.05382;7.69918;1;22;12720002534;1427_70U
33U;3;1429;THOVEZ N.40;V.LE THOVEZ N.40;45.05381;7.7016800000000005;1;22;12720002605;1429_33U
52U;3;1429;THOVEZ N.40;V.LE THOVEZ N.40;45.05381;7.7016800000000005;1;22;12720002605;1429_52U
53U;3;1429;THOVEZ N.40;V.LE THOVEZ N.40;45.05381;7.7016800000000005;1;22;12720002605;1429_53U
70U;3;1429;THOVEZ N.40;V.LE THOVEZ N.40;45.05381;7.7016800000000005;1;22;12720002605;1429_70U
33U;3;1431;MOROZZO;V.LE THOVEZ / STR DEL MOROZZO;45.053329999999995;7.705360000000001;1;22;12720002605;1431_33U
52U;3;1431;MOROZZO;V.LE THOVEZ / STR DEL MOROZZO;45.053329999999995;7.705360000000001;1;22;12720002605;1431_52U
53U;3;1431;MOROZZO;V.LE THOVEZ / STR DEL MOROZZO;45.053329999999995;7.705360000000001;1;22;12720002605;1431_53U
70U;3;1431;MOROZZO;V.LE THOVEZ / STR DEL MOROZZO;45.053329999999995;7.705360000000001;1;22;12720002605;1431_70U
33U;3;1950;MONCALIERI;C.FIUME DOPO C.MONCALIERI;45.05738;7.6936100000000005;1;22;12720000605;1950_33U
52U;3;1950;MONCALIERI;C.FIUME DOPO C.MONCALIERI;45.05738;7.6936100000000005;1;22;12720000605;1950_52U
66U;3;1950;MONCALIERI;C.FIUME DOPO C.MONCALIERI;45.05738;7.6936100000000005;1;22;12720000605;1950_66U
70U;3;1950;MONCALIERI;C.FIUME DOPO C.MONCALIERI;45.05738;7.6936100000000005;1;22;12720000605;1950_70U
73U;3;1950;MONCALIERI;C.FIUME DOPO C.MONCALIERI;45.05738;7.6936100000000005;1;22;12720000605;1950_73U
33U;3;1952;CRIMEA;C.FIUME / P.ZZA CRIMEA;45.05665;7.69557;1;22;12720003193;1952_33U
