IDquartiere;indice_stranieri;perc_europei;perc_africa;perc_america;perc_asia;perc_oceania;indice_vecchiaia_uomo;indice_vecchiaia;indice_vecchiaia_donna;indice_pop_attiva;indice_pop_attiva_uomo;indice_pop_attiva_donna;indice_pop_pendolare;indice_pop_non_pend_esterna_quartiere;indice_pop_non_pend_interna_quartiere
1;0.08790986098163985;0.4633471645919779;0.20885200553250347;0.14814814814814814;0.17873059781773476;0.0009220839096357768;1.5778021978021979;1.9877417903733694;2.4173192077383696;1.3764022435897436;1.330943357574516;1.4198922097011268;0.06213269565922263;0.4473986408895013;0.49046866345127604
2;0.0828168404343591;0.6596968112911658;0.16893186966370446;0.12545739675901724;0.04591392228611256;0.0;2.0373541821792007;2.5115632503475296;3.003475798146241;1.392536023054755;1.3357723577235772;1.4484553775743707;0.08840867275154227;0.38403982827663335;0.5275514989718244
3;0.11231493784742151;0.6016800840042003;0.14777738886944347;0.18508925446272315;0.06545327266363318;0.0;1.6352776718769857;2.064380777551957;2.521668472372698;1.2762152679531436;1.2105412458867582;1.3415556559042674;0.0828229300164325;0.41703947730507046;0.500137592678497
4;0.13686763686763687;0.585807441503644;0.2074415036440353;0.13793632527809743;0.06858457997698504;0.00023014959723820482;1.508542713567839;1.9235854726539023;2.3600493218249077;1.2558250995428404;1.2113682017707015;1.2994957246217935;0.07968457968457969;0.42873642873642875;0.4915789915789916
5;0.1257400828892836;0.6005493427506376;0.2632921326270355;0.08619449349290433;0.049964031129422534;0.0;1.5223214285714286;1.893943298969072;2.2958690987124464;1.2514017319829738;1.2227915914516974;1.2804878048780488;0.08760936780474969;0.3953933951713703;0.51699723702388
6;0.18944494461189182;0.46329872410765016;0.3584895914045147;0.08270055271449972;0.09545947621261429;5.1655560721111624e-05;1.423963133640553;1.7329366217378837;2.058936201561809;1.2233056876149495;1.1836092488712546;1.2641735333474189;0.07787607155438994;0.3852507143695933;0.5368732140760167
7;0.18211582974538565;0.4060586104708594;0.32097464603226866;0.08435956536055318;0.18840961475139942;0.00019756338491932828;1.4596400074225273;1.8741079075078504;2.3103515625;1.2555564981336953;1.2153715498938429;1.2956529107702737;0.06563845480385219;0.41847663136685814;0.5158849138292897
8;0.11865464416086861;0.5574546410728373;0.188272416513279;0.13739153300026294;0.11635550880883513;0.0005259006047856955;1.758340733223392;2.192659343550615;2.6603825136612023;1.3266259747086826;1.2601349369316515;1.392533147243545;0.07787588530779072;0.41256903060746936;0.5095550840847399
